property_type,price,location,latitude,longitude,baths,bedrooms,purpose,Area Type,Area Size,avg_banks_distance,avg_parks_distance,avg_hospitals_distance,avg_schools_distance
House,23000000,Bahria Town Rawalpindi,33.51,73.11,4,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,4,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,4,3,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,6,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,4,4,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,4,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,5,4,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23000000,Bahria Town Rawalpindi,33.51,73.11,5,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23500000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23500000,Bahria Town Rawalpindi,33.51,73.11,5,4,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23500000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23500000,Bahria Town Rawalpindi,33.51,73.11,6,5,For Sale,Marla,10,2.41,2.19,4.37,2.81
House,23500000,Bahria Town Rawalpindi,33.52,73.11,5,5,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,5,5,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,4,4,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,5,5,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,6,4,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,4,5,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.52,73.11,4,5,For Sale,Marla,10,2.89,3.05,5.12,3.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,7,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,7,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,9,7,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,5,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,6,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,4,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,4,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,4,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,7,6,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,7,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23500000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23800000,Bahria Town Rawalpindi,33.53,73.11,7,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23800000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,23900000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,7,6,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,4,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,5,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,4,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,5,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.11,6,5,For Sale,Marla,10,3.64,4.02,5.96,4.72
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,9,6,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,8,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,8,7,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,8,7,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,4,4,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,5,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,6,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.53,73.12,7,5,For Sale,Marla,10,4.19,4.42,6.45,5.14
House,24000000,Bahria Town Rawalpindi,33.54,73.12,5,5,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24000000,Bahria Town Rawalpindi,33.54,73.12,7,5,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24500000,Bahria Town Rawalpindi,33.54,73.12,6,5,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24500000,Bahria Town Rawalpindi,33.54,73.12,5,5,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24500000,Bahria Town Rawalpindi,33.54,73.12,6,4,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24500000,Bahria Town Rawalpindi,33.54,73.12,5,5,For Sale,Marla,10,5.01,5.36,7.29,6.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,7,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,3,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,4,6,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24500000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24700000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24800000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24900000,Bahria Town Rawalpindi,33.55,73.12,7,6,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24900000,Bahria Town Rawalpindi,33.55,73.12,5,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24900000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24900000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,24900000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,9,7,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,8,6,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,8,7,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,7,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,9,8,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,3,3,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,7,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,7,6,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,8,7,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,5,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,8,7,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,6,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,5,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
House,25000000,Bahria Town Rawalpindi,33.55,73.12,4,4,For Sale,Marla,10,5.94,6.36,8.18,7.10
