property_type,price,location,latitude,longitude,baths,bedrooms,purpose,Area Type,Area Size,avg_banks_distance,avg_parks_distance,avg_hospitals_distance,avg_schools_distance
House,8500000,Bahria Town Rawalpindi,33.48,73.07,4,4,For Sale,Marla,4.5,3.57,3.10,4.14,2.39
House,8000000,Bahria Town Rawalpindi,33.47,73.06,4,4,For Sale,Marla,5,4.93,4.50,5.19,3.74
House,8000000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8100000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8200000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8300000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8400000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8400000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,4,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,4,4,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,4,4,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,4,4,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,4,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.06,3,3,For Sale,Marla,5,4.16,3.75,4.54,3.14
House,8500000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,4,4,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8500000,Bahria Town Rawalpindi,33.48,73.07,5,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8700000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8800000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8800000,Bahria Town Rawalpindi,33.48,73.07,5,4,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8800000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,8800000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,5,4,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,3,2,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,4,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9000000,Bahria Town Rawalpindi,33.48,73.07,4,4,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9100000,Bahria Town Rawalpindi,33.48,73.07,5,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9200000,Bahria Town Rawalpindi,33.48,73.07,2,2,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9200000,Bahria Town Rawalpindi,33.48,73.07,4,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9200000,Bahria Town Rawalpindi,33.48,73.07,3,3,For Sale,Marla,5,3.57,3.10,4.14,2.39
House,9200000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9200000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9400000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,5,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9599000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9700000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9700000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,9800000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10000000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10300000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10300000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10400000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10400000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,2,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,5,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,5,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,6,5,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,3,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10500000,Bahria Town Rawalpindi,33.49,73.07,5,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10600000,Bahria Town Rawalpindi,33.49,73.07,4,4,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10600000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10700000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,2,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,4,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.07,3,3,For Sale,Marla,5,2.89,2.39,3.56,2.01
House,10800000,Bahria Town Rawalpindi,33.49,73.08,4,3,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,10800000,Bahria Town Rawalpindi,33.49,73.08,4,3,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,10800000,Bahria Town Rawalpindi,33.49,73.08,5,4,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,10800000,Bahria Town Rawalpindi,33.49,73.08,4,3,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,10800000,Bahria Town Rawalpindi,33.49,73.08,4,4,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,11000000,Bahria Town Rawalpindi,33.49,73.08,5,4,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,11000000,Bahria Town Rawalpindi,33.49,73.08,4,3,For Sale,Marla,5,2.37,1.94,3.37,1.52
House,11000000,Bahria Town Rawalpindi,33.49,73.08,5,3,For Sale,Marla,5,2.37,1.94,3.37,1.52
